sample_id	N_sites	mean_depth	chromosome
MIM_family3_S6_offspring	217990451	44.6717	mim_14
MIM_family4_F_female	217990450	36.3875	mim_14
MIM_family4_M_male	217990450	30.6099	mim_14
MIM_family4_S1_offspring	217990451	33.5771	mim_14
MIM_family4_S2_offspring	217990451	29.3945	mim_14
MIM_family4_S3_offspring	217990451	28.5647	mim_14
MIM_family4_S4_offspring	217990451	26.4169	mim_14
MIM_family1_F_female	243922684	22.975	mim_X1
MIM_family1_M_male	243922676	22.1536	mim_X1
MIM_family1_S1_offspring	243922683	24.629	mim_X1
MIM_family1_S2_offspring	243922685	20.3198	mim_X1
MIM_family1_S3_offspring	243922681	19.5266	mim_X1
MIM_family1_S4_offspring	243922683	26.4729	mim_X1
MIM_family1_S5_offspring	243922682	13.7621	mim_X1
MIM_family1_S6_offspring	243922680	18.3381	mim_X1
MIM_family2_F_female	243922681	26.1447	mim_X1
MIM_family2_M_male	243922668	16.9874	mim_X1
MIM_family2_S1_offspring	243922683	44.8846	mim_X1
MIM_family2_S2_offspring	243922683	36.867	mim_X1
MIM_family2_S3_offspring	243922680	55.2848	mim_X1
MIM_family2_S4_offspring	243922685	65.9019	mim_X1
MIM_family2_S5_offspring	243922685	59.2351	mim_X1
MIM_family2_S6_offspring	243922685	26.9616	mim_X1
MIM_family3_F_female	243922684	29.2291	mim_X1
MIM_family3_M_male	243922675	17.1249	mim_X1
MIM_family3_S1_offspring	243922685	34.2061	mim_X1
MIM_family3_S2_offspring	243922685	26.4225	mim_X1
MIM_family3_S3_offspring	243922683	46.6919	mim_X1
MIM_family3_S4_offspring	243922676	42.2722	mim_X1
MIM_family3_S5_offspring	243922685	43.6609	mim_X1
MIM_family3_S6_offspring	243922685	50.0469	mim_X1
MIM_family4_F_female	243922685	39.7618	mim_X1
MIM_family4_M_male	243922675	17.1249	mim_X1
MIM_family4_S1_offspring	243922682	19.0067	mim_X1
MIM_family4_S2_offspring	243922683	16.5095	mim_X1
MIM_family4_S3_offspring	243922685	16.0728	mim_X1
MIM_family4_S4_offspring	243922682	14.8629	mim_X1
MIM_family1_F_female	200198517	22.8357	mim_X2
MIM_family1_M_male	200198510	22.0429	mim_X2
MIM_family1_S1_offspring	200198517	24.4431	mim_X2
MIM_family1_S2_offspring	200198507	20.1528	mim_X2
MIM_family1_S3_offspring	200198518	19.3843	mim_X2
MIM_family1_S4_offspring	200198516	26.2818	mim_X2
MIM_family1_S5_offspring	200198511	13.6464	mim_X2
MIM_family1_S6_offspring	200198518	18.2233	mim_X2
MIM_family2_F_female	200198517	25.9962	mim_X2
MIM_family2_M_male	200198506	16.8902	mim_X2
MIM_family2_S1_offspring	200198517	44.5728	mim_X2
MIM_family2_S2_offspring	200198516	36.5375	mim_X2
MIM_family2_S3_offspring	200198518	54.7793	mim_X2
MIM_family2_S4_offspring	200198517	65.3274	mim_X2
MIM_family2_S5_offspring	200198518	58.7121	mim_X2
MIM_family2_S6_offspring	200198518	26.692	mim_X2
MIM_family3_F_female	200198518	29.0732	mim_X2
MIM_family3_M_male	200198515	17.0438	mim_X2
MIM_family3_S1_offspring	200198517	33.9286	mim_X2
MIM_family3_S2_offspring	200198517	26.2077	mim_X2
MIM_family3_S3_offspring	200198518	46.3295	mim_X2
MIM_family3_S4_offspring	200198518	41.9483	mim_X2
MIM_family3_S5_offspring	200198510	43.2755	mim_X2
MIM_family3_S6_offspring	200198518	49.724	mim_X2
MIM_family4_F_female	200198515	39.5037	mim_X2
MIM_family4_M_male	200198515	17.0438	mim_X2
MIM_family4_S1_offspring	200198514	18.8921	mim_X2
MIM_family4_S2_offspring	200198517	16.393	mim_X2
MIM_family4_S3_offspring	200198507	15.9766	mim_X2
MIM_family4_S4_offspring	200198516	14.7534	mim_X2
